Barack Obama,"August 18, 2010","Executive Order 13549—Classified National Security Information Program for State Local Tribal and Private Sector Entities"
Barack Obama,"August 30, 2010","Executive Order 13551—Blocking Property of Certain Persons With Respect to North Korea"
Barack Obama,"August 31, 2010","Executive Order 13552—2010 Amendments to the Manual for Courts-Martial United States"
Barack Obama,"September 28, 2010","Executive Order 13553—Blocking Property of Certain Persons With Respect to Serious Human Rights Abuses by the Government of Iran and Taking Certain Other Actions"
Barack Obama,"October 5, 2010","Executive Order 13554—Establishing the Gulf Coast Ecosystem Restoration Task Force"
Barack Obama,"October 19, 2010","Executive Order 13555—White House Initiative on Educational Excellence for Hispanics"
Barack Obama,"November 4, 2010","Executive Order 13557—Providing an Order of Succession Within the Department of Justice"
Barack Obama,"November 4, 2010","Executive Order 13556—Controlled Unclassified Information"
Barack Obama,"November 9, 2010","Executive Order 13558—Export Enforcement Coordination Center"
Barack Obama,"November 17, 2010","Executive Order 13559—Fundamental Principles and Policymaking Criteria for Partnerships With Faith-Based and Other Neighborhood Organizations"
Barack Obama,"December 14, 2010","Executive Order 13560—White House Council for Community Solutions"
Barack Obama,"December 22, 2010","Executive Order 13561—Adjustments of Certain Rates of Pay"
Barack Obama,"December 27, 2010","Executive Order 13562—Recruiting and Hiring Students and Recent Graduates"
George W. Bush,"January 9, 2009","Executive Order 13484—Amending the Order of Succession Within the Department of Agriculture"
George W. Bush,"January 9, 2009","Executive Order 13485—Providing an Order of Succession Within the Department of Transportation"
George W. Bush,"January 9, 2009","Executive Order 13486—Strengthening Laboratory Biosecurity in the United States"
George W. Bush,"January 16, 2009","Executive Order 13487—Establishment of a Temporary Organization To Facilitate United States Government Support for Afghanistan"
George W. Bush,"January 16, 2009","Executive Order 13488—Granting Reciprocity on Excepted Service and Federal Contractor Employee Fitness and Reinvestigating Individuals in Positions of Public Trust"
Barack Obama,"January 21, 2009","Executive Order 13489—Presidential Records"
Barack Obama,"January 21, 2009","Executive Order 13490—Ethics Commitments by Executive Branch Personnel"
Barack Obama,"January 22, 2009","Executive Order 13491—Ensuring Lawful Interrogations"
Barack Obama,"January 22, 2009","Executive Order 13492—Review and Disposition of Individuals Detained at the Guantánamo Bay Naval Base and Closure of Detention Facilities"
Barack Obama,"January 22, 2009","Executive Order 13493—Review of Detention Policy Options"
Barack Obama,"January 30, 2009","Executive Order 13494—Economy in Government Contracting "
Barack Obama,"January 30, 2009","Executive Order 13495—Nondisplacement of Qualified Workers Under Service Contracts "
Barack Obama,"January 30, 2009","Executive Order 13496—Notification of Employee Rights Under Federal Labor Laws "
Barack Obama,"January 30, 2009","Executive Order 13497—Revocation of Certain Executive Orders Concerning Regulatory Planning and Review"
Barack Obama,"February 5, 2009","Executive Order 13498—Amendments to Executive Order 13199 and Establishment of the President's Advisory Council for Faith-Based and Neighborhood Partnerships"
Barack Obama,"February 5, 2009","Executive Order 13499—Further Amendments to Executive Order 12835 Establishment of the National Economic Council"
Barack Obama,"February 5, 2009","Executive Order 13500—Further Amendments to Executive Order 12859 Establishment of the Domestic Policy Council"
Barack Obama,"February 6, 2009","Executive Order 13502—Use of Project Labor Agreements for Federal Construction Projects"
Barack Obama,"February 6, 2009","Executive Order 13501—Establishing the President's Economic Recovery Advisory Board"
Barack Obama,"February 19, 2009","Executive Order 13503—Establishment of the White House Office of Urban Affairs"
Barack Obama,"February 20, 2009","Executive Order 13504—Amending Executive Order 13390"
Barack Obama,"March 9, 2009","Executive Order 13505—Removing Barriers to Responsible Scientific Research Involving Human Stem Cells"
Barack Obama,"March 11, 2009","Executive Order 13506—Establishing a White House Council on Women and Girls"
Barack Obama,"April 8, 2009","Executive Order 13507—Establishment of the White House Office of Health Reform"
Barack Obama,"May 12, 2009","Executive Order 13508—Chesapeake Bay Protection and Restoration"
Barack Obama,"June 23, 2009","Executive Order 13509—Establishing a White House Council on Automotive Communities and Workers"
Barack Obama,"July 1, 2009","Executive Order 13510—Waiver Under the Trade Act of 1974 With Respect to the Republic of Belarus"
Barack Obama,"September 29, 2009","Executive Order 13511—Continuance of Certain Federal Advisory Committees"
Barack Obama,"September 29, 2009","Executive Order 13512—Amending Executive Order 13390"
Barack Obama,"October 1, 2009","Executive Order 13513—Federal Leadership on Reducing Text Messaging While Driving"
Barack Obama,"October 5, 2009","Executive Order 13514—Federal Leadership in Environmental Energy and Economic Performance"
Barack Obama,"October 14, 2009","Executive Order 13515—Increasing Participation of Asian Americans and Pacific Islanders in Federal Programs"
Barack Obama,"October 28, 2009","Executive Order 13516—Amending Executive Order 13462"
Barack Obama,"October 30, 2009","Executive Order 13517—Amendments to Executive Orders 13183 and 13494"
Barack Obama,"November 9, 2009","Executive Order 13518—Employment of Veterans in the Federal Government"
Barack Obama,"November 17, 2009","Executive Order 13519—Establishment of the Financial Fraud Enforcement Task Force"
Barack Obama,"November 20, 2009","Executive Order 13520—Reducing Improper Payments"
Barack Obama,"November 24, 2009","Executive Order 13521—Establishing the Presidential Commission for the Study of Bioethical Issues"
Barack Obama,"December 9, 2009","Executive Order 13522—Creating Labor-Management Forums To Improve Delivery of Government Services"
Barack Obama,"December 11, 2009","Executive Order 13523—Half-Day Closing of Executive Departments and Agencies on Thursday December 24 2009"
Barack Obama,"December 16, 2009","Executive Order 13524—Amending Executive Order 12425 Designating Interpol as a Public International Organization Entitled To Enjoy Certain Privileges Exemptions and Immunities"
Barack Obama,"December 23, 2009","Executive Order 13525—Adjustments of Certain Rates of Pay"
Barack Obama,"December 29, 2009","Executive Order 13526—Classified National Security Information"
Barack Obama,"December 29, 2009","Order of December 29 2009: Original Classification Authority"
Barack Obama,"December 30, 2009","Executive Order 13527—Establishing Federal Capability for the Timely Provision of Medical Countermeasures Following a Biological Attack"
George W. Bush,"January 4, 2008","Executive Order 13454—Adjustments of Certain Rates of Pay"
George W. Bush,"January 22, 2008","Executive Order 13455—Establishing the President's Advisory Council on Financial Literacy"
George W. Bush,"January 23, 2008","Executive Order 13456—Further Amendment of Executive Order 11858 Concerning Foreign Investment in the United States"
George W. Bush,"January 29, 2008","Executive Order 13457—Protecting American Taxpayers From Government Spending on Wasteful Earmarks"
George W. Bush,"February 4, 2008","Executive Order 13458—Implementation of the Protocol Additional to the Agreement Between the United States and the International Atomic Energy Agency for the Application of Safeguards in the United States of America"
George W. Bush,"February 7, 2008","Executive Order 13459—Improving the Coordination and Effectiveness of Youth Programs"
George W. Bush,"February 13, 2008","Executive Order 13460—Blocking Property of Additional Persons in Connection With the National Emergency With Respect to Syria"
George W. Bush,"February 15, 2008","Executive Order 13461—Providing an Order of Succession Within the Department of Health and Human Services"
George W. Bush,"February 29, 2008","Executive Order 13462—President's Intelligence Advisory Board and Intelligence Oversight Board"
George W. Bush,"April 18, 2008","Executive Order 13463—Amending Executive Orders 13389 and 13390"
George W. Bush,"April 30, 2008","Executive Order 13464—Blocking Property and Prohibiting Certain Transactions Related to Burma"
George W. Bush,"June 6, 2008","Executive Order 13465—Amending Executive Order 12989 as Amended"
George W. Bush,"June 26, 2008","Executive Order 13466—Continuing Certain Restrictions With Respect to North Korea and North Korean Nationals"
George W. Bush,"June 30, 2008","Executive Order 13467—Reforming Processes Related to Suitability for Government Employment Fitness for Contractor Employees and Eligibility for Access to Classified National Security Information"
George W. Bush,"July 24, 2008","Executive Order 13468—2008 Amendments to the Manual for Courts-Martial United States"
George W. Bush,"July 25, 2008","Executive Order 13469—Blocking Property of Additional Persons Undermining Democratic Processes or Institutions in Zimbabwe"
George W. Bush,"July 30, 2008","Executive Order 13470—Further Amendments to Executive Order 12333 United States Intelligence Activities"
George W. Bush,"August 28, 2008","Executive Order 13471—Further Amendments to Executive Order 13285 President's Council on Service and Civic Participation"
George W. Bush,"September 11, 2008","Executive Order 13472—Executive Branch Responsibilities With Respect to Orders of Succession"
George W. Bush,"September 25, 2008","Executive Order 13473—To Authorize Certain Noncompetitive Appointments in the Civil Service for Spouses of Certain Members of the Armed Forces"
